,Subscription Code,License Type,County,Meter Serial,Meter Size,Installation Date,Last Connection Time,Consumption in Period (m³),Operating Hours in Period (h),Average Flow Rate in Period (l/s)
1040,516857,صنعتی,مشهد,909801061705.0,50.0,1403/03/20,1404/01/28 - 03:12:05,,,
1041,602981,,خواف,909801069131.0,100.0,1403/10/13,1404/01/28 - 03:08:03,,,
1042,600868,,نیشابور,909801033890.0,50.0,1399/10/29,1404/01/28 - 03:10:44,-24990.886,9700.4,0.82
1043,623229,,کاشمر,909801058575.0,50.0,1403/03/01,1404/01/23 - 03:11:06,0.0,,
1044,529317,کشاورزی,مشهد,909801048178.0,150.0,1401/09/18,1403/01/23 - 02:35:38,,,
1045,519696,صنعتی,مشهد,909801034208.0,50.0,1399/12/02,1404/01/24 - 05:16:21,0.015,0.0,
1046,542707,,مشهد,909801068215.0,125.0,1403/12/03,1404/01/28 - 03:11:37,,,
1047,خروجی فاضلاب کارخانه,,مشهد,909801055804.0,125.0,1403/12/07,1404/01/18 - 08:57:18,,,
1048,1711901,,چناران,909801044459.0,100.0,1402/10/24,1401/04/06 - 02:12:05,,,
1049,515571,,مشهد,909801068938.0,50.0,1403/12/25,1404/01/27 - 03:05:15,,,
1050,604842,خدمات,تربت حیدریه,909801048220.0,80.0,1402/08/05,1404/01/28 - 03:10:37,103.999,15.9,1.58
1051,911987,,تربت جام,909801061852.0,80.0,1403/02/25,1404/01/28 - 02:56:29,0.0,0.0,
1052,520571,صنعتی,مشهد,909801035297.0,50.0,1400/04/03,1404/01/28 - 02:10:33,0.286,0.0,
1053,516776,صنعتی,مشهد,909801048247.0,100.0,1402/04/22,1404/01/28 - 03:08:46,-8734.6,0.0,
1054,603550,کشاورزی,کاشمر,909801033654.0,150.0,1399/11/28,1404/01/28 - 00:45:59,2653597.8,2706740.5,21.95
1055,525089,صنعتی,مشهد,909801048184.0,150.0,1401/09/24,1404/01/28 - 03:11:20,207220.253,64605.8,14.45
1056,601283,کشاورزی,تربت حیدریه,909801033396.0,200.0,1399/09/21,1404/01/28 - 02:07:31,8050046.0,8267008.4,14.52
1057,601013,کشاورزی,تربت حیدریه,909801033388.0,125.0,1399/09/20,1404/01/28 - 03:11:41,382624.6,3514109.8,13.83
1058,601393,کشاورزی,تربت حیدریه,909801033546.0,150.0,1399/09/18,1404/01/28 - 00:48:56,1003510.8,2374357.9,11.88
1059,514093,کشاورزی,مشهد,909801033349.0,200.0,1400/05/05,1404/01/28 - 02:10:49,1004889.03,1309232.8,3.52
1060,517930,کشاورزی,مشهد,909801033362.0,150.0,1400/04/28,1404/01/28 - 02:09:47,204687.3,5345595.0,7.95
1061,516357,کشاورزی,مشهد,909801033363.0,150.0,1400/05/03,1404/01/28 - 01:24:01,170175.3,3720405.6,6.38
1062,516368,کشاورزی,مشهد,909801033386.0,150.0,1400/04/29,1404/01/28 - 02:10:32,1193607.9,998235.7,25.92
1063,514095,کشاورزی,مشهد,909801033391.0,125.0,1399/09/16,1404/01/28 - 02:10:40,2055336.5,2008665.1,2.5
1064,514084,کشاورزی,مشهد,909801033398.0,150.0,1400/04/28,1403/06/06 - 02:10:03,7202.7,141718.7,3.6
1065,516365,کشاورزی,مشهد,909801033401.0,150.0,1400/05/03,1404/01/27 - 03:11:52,28053.4,962826.6,3.25
1066,516355,کشاورزی,مشهد,909801033419.0,200.0,1400/07/20,1403/08/10 - 02:10:49,114332.7,1047063.9,7.7
1067,516353,کشاورزی,مشهد,909801033456.0,200.0,1400/05/05,1404/01/28 - 02:11:06,6.6,0.0,
1068,516352,کشاورزی,مشهد,909801033545.0,150.0,1400/01/21,1404/01/28 - 01:26:33,107539.0,351893.3,8.74
1069,515743,کشاورزی,مشهد,909801033590.0,125.0,1399/09/16,1404/01/28 - 02:11:20,-213450.6,802692.3,0.5
1070,516358,کشاورزی,مشهد,909801033596.0,125.0,1400/04/29,1404/01/28 - 03:13:30,-124740.8,,8.2
1071,516377,کشاورزی,مشهد,909801033676.0,200.0,1399/10/02,1400/09/12 - 02:09:12,,,
1072,517920,کشاورزی,مشهد,909801035367.0,125.0,1400/07/06,1404/01/28 - 02:10:40,441541.4,247421.6,7.87
1073,514100,کشاورزی,مشهد,909801035370.0,125.0,1400/07/12,1404/01/28 - 02:11:06,274279.4,2210492.1,14.88
1074,514099,کشاورزی,مشهد,909801035372.0,100.0,1400/09/04,1404/01/28 - 02:10:54,182730.3,774556.6,8.58
1075,514663,کشاورزی,مشهد,909801035395.0,150.0,1400/10/13,1404/01/28 - 02:10:34,259202.6,281446.7,28.47
1076,516366,کشاورزی,مشهد,909801035413.0,125.0,1400/08/29,1404/01/23 - 02:10:40,49825.14,1215847.6,2.04
1077,514088,کشاورزی,مشهد,909801035414.0,125.0,1400/07/20,1404/01/28 - 03:11:43,1066854.3,323922.6,91.65
1078,516369,کشاورزی,مشهد,909801035548.0,125.0,1400/08/25,1404/01/28 - 02:00:56,133021.1,575729.8,5.21
1079,514086,کشاورزی,مشهد,909801035551.0,100.0,1403/02/11,1404/01/28 - 01:56:14,0.0,0.0,
1080,514574,,مشهد,909801035553.0,100.0,1400/05/09,1404/01/28 - 03:10:52,433651.18,578958.1,15.42
1081,514654,,مشهد,909801035555.0,100.0,1403/11/28,1404/01/23 - 02:08:45,201338.57,28642.9,8.24
1082,514090,کشاورزی,مشهد,909801035562.0,150.0,1400/08/24,1404/01/27 - 03:09:29,-3432.3,0.0,
1083,515619,کشاورزی,مشهد,909801035577.0,125.0,1403/07/23,1404/01/13 - 02:10:33,3.4,0.0,
1084,514089,کشاورزی,مشهد,909801035582.0,125.0,1400/06/29,1404/01/28 - 03:04:34,12467526.2,27134063.7,18.66
1085,516359,کشاورزی,مشهد,909801035596.0,125.0,1400/08/24,1404/01/28 - 02:08:09,70221.5,615679.1,4.07
1086,517715,کشاورزی,مشهد,909801035598.0,125.0,1400/08/08,1404/01/28 - 02:09:59,517065.1,1853620.2,7.01
1087,514661,کشاورزی,مشهد,909801035599.0,125.0,1400/10/21,1404/01/28 - 02:07:03,213833.6,3020938.4,15.17
1088,517304,کشاورزی,مشهد,909801035603.0,100.0,1400/10/20,1404/01/28 - 02:10:35,161793.7,681391.0,15.77
1089,516380,کشاورزی,مشهد,909801035613.0,150.0,1400/09/18,1404/01/28 - 02:10:35,99679.6,270100.8,5.59
1090,517924,کشاورزی,مشهد,909801035616.0,125.0,1400/09/20,1404/01/28 - 02:10:57,74054.15,139884.3,3.41
1091,514092,کشاورزی,مشهد,909801035617.0,125.0,1400/07/18,1404/01/28 - 03:09:48,376084.7,1449468.9,16.89
1092,514091,کشاورزی,مشهد,909801035620.0,125.0,1400/09/02,1404/01/28 - 03:10:32,,,
1093,514186,کشاورزی,مشهد,909801035621.0,125.0,1400/08/29,1404/01/28 - 02:10:34,66698.6,190125.2,1.79
1094,516384,کشاورزی,مشهد,909801035642.0,150.0,1400/07/21,1404/01/28 - 02:10:33,2816.1,7827.8,0.1
1095,516375,کشاورزی,مشهد,909801035643.0,150.0,1400/07/06,1404/01/28 - 03:11:01,89020.8,571.7,9.68
1096,516367,کشاورزی,مشهد,909801035835.0,150.0,1400/09/01,1404/01/27 - 02:10:46,960.2,0.0,
1097,517932,,مشهد,909801035852.0,200.0,1400/07/08,1404/01/28 - 02:01:52,,,
1098,514952,کشاورزی,مشهد,909801036372.0,150.0,1400/07/19,1404/01/28 - 02:08:44,376685.5,321838.4,30.36
1099,516386,کشاورزی,مشهد,909801036376.0,150.0,1400/07/21,1404/01/28 - 03:08:35,284926.2,985139.2,33.14
1100,517929,کشاورزی,مشهد,909801036490.0,150.0,1400/06/29,1403/09/19 - 03:06:02,473695.3,4243305.3,21.17
1101,515060,کشاورزی,مشهد,909801036501.0,150.0,1400/11/12,1404/01/28 - 02:08:39,170563.0,755202.3,9.49
1102,516370,کشاورزی,مشهد,909801036502.0,150.0,1400/07/01,1404/01/28 - 02:06:56,353222.4,4222557.6,15.4
1103,516377,,مشهد,909801036503.0,150.0,1403/11/30,1404/01/28 - 02:09:56,0.7,0.0,
1104,111138,,مشهد,909801036505.0,150.0,1403/05/06,1404/01/28 - 02:11:54,0.2,0.0,
1105,516356,کشاورزی,مشهد,909801036548.0,150.0,1400/06/30,1404/01/28 - 02:08:15,259269.7,1546332.7,12.44
1106,514951,,مشهد,909801036549.0,150.0,1403/11/18,1404/01/16 - 02:11:17,13.4,0.0,
1107,514094,کشاورزی,مشهد,909801036550.0,150.0,1400/06/31,1403/08/16 - 02:09:10,158051.1,734217.2,10.5
1108,517716,کشاورزی,مشهد,909801036551.0,150.0,1403/02/17,1404/01/28 - 01:29:36,0.0,0.0,
1109,517928,,مشهد,909801036552.0,150.0,1400/07/07,1403/08/10 - 02:07:05,241170.5,1172781.7,11.57
1110,517934,کشاورزی,مشهد,909801036562.0,200.0,1400/07/04,1404/01/28 - 02:10:25,26371141.8,31088379.4,16.88
1111,515517,کشاورزی,مشهد,909801036563.0,100.0,1402/09/27,1403/07/16 - 02:10:39,30173.97,378.3,21.86
1112,517099,,مشهد,909801036568.0,100.0,1403/11/29,1403/12/10 - 02:10:39,172065.7,165327.8,4.25
1113,517303,,مشهد,909801036638.0,100.0,1403/11/29,1404/01/28 - 02:10:38,238248.09,45844.6,10.62
1114,514085,کشاورزی,مشهد,909801036642.0,150.0,1400/06/30,1404/01/28 - 02:11:15,179649.05,30354.8,31.67
1115,514953,کشاورزی,مشهد,909801036643.0,150.0,1403/07/21,1403/10/05 - 02:09:10,13.4,0.0,
1116,517921,کشاورزی,مشهد,909801036677.0,150.0,1400/07/17,1404/01/28 - 02:07:37,-32762.67,0.0,
1117,516388,,مشهد,909801036714.0,200.0,1403/07/30,1403/09/11 - 02:10:09,0.0,0.0,
1118,517922,,مشهد,909801036741.0,200.0,1403/08/28,1404/01/28 - 02:10:38,25.5,0.0,
1119,515269,,مشهد,909801036742.0,200.0,1402/04/05,1404/01/28 - 02:09:48,827556.6,425518.3,34.41
1120,514664,کشاورزی,مشهد,909801036810.0,125.0,1400/10/19,1403/09/17 - 01:11:30,7132612.9,5892164.4,15.75
1121,516374,کشاورزی,مشهد,909801036811.0,125.0,1400/09/03,1404/01/28 - 02:10:32,96112.88,890999.6,4.74
1122,516354,کشاورزی,مشهد,909801036993.0,200.0,1400/08/23,1404/01/28 - 02:11:14,4432371.2,3613210.0,15.42
1123,514667,کشاورزی,مشهد,909801037089.0,150.0,1400/10/18,1404/01/26 - 02:09:34,204697.5,272142.4,24.33
1124,514813,کشاورزی,مشهد,909801037091.0,150.0,1400/10/21,1404/01/28 - 02:10:33,336144.2,545881.6,15.23
1125,514655,کشاورزی,مشهد,909801037228.0,150.0,1400/10/19,1404/01/28 - 02:10:37,241881.3,164062.9,30.43
1126,515724,,مشهد,909801037342.0,200.0,1403/08/28,1404/01/28 - 02:10:43,0.0,0.0,
1127,514098,کشاورزی,مشهد,909801037344.0,200.0,1400/09/21,1404/01/28 - 02:10:36,217874.4,936113.6,3.49
1128,514660,کشاورزی,مشهد,909801037520.0,150.0,1400/10/15,1404/01/23 - 03:08:53,1070586.77,379688.0,14.62
1129,514662,کشاورزی,مشهد,909801037521.0,150.0,1400/10/14,1404/01/28 - 02:02:41,2975627.9,3825413.2,18.9
1130,517919,کشاورزی,مشهد,909801037666.0,150.0,1400/10/11,1403/09/19 - 02:09:49,435684.9,337756.8,22.21
1131,516379,کشاورزی,مشهد,909801037668.0,150.0,1400/09/25,1404/01/28 - 02:10:56,270130.2,1075809.9,12.55
1132,514656,کشاورزی,مشهد,909801037669.0,150.0,1400/10/12,1403/08/04 - 02:10:42,141445.6,659986.9,5.46
1133,517931,کشاورزی,مشهد,909801037698.0,200.0,1400/09/22,1404/01/27 - 03:06:31,11145.8,312501.8,3.32
1134,514097,کشاورزی,مشهد,909801037723.0,200.0,1400/09/24,1404/01/28 - 03:10:44,,0.0,
1135,517925,کشاورزی,مشهد,909801037724.0,200.0,1400/09/23,1404/01/28 - 02:07:27,118457.279,27713.4,28.26
1136,514167,کشاورزی,مشهد,909801037832.0,200.0,1400/11/09,1403/10/05 - 02:10:32,155938.7,762190.6,8.25
1137,516387,کشاورزی,مشهد,909801039050.0,200.0,1400/11/13,1404/01/28 - 02:10:33,1867883.3,1596551.8,22.16
1138,514441,کشاورزی,مشهد,909801039169.0,200.0,1400/11/10,1403/06/27 - 02:00:55,711138.8,2175864.4,39.0
1139,514000,کشاورزی,مشهد,909801039170.0,200.0,1400/11/11,1404/01/28 - 02:10:32,260080.6,17215710.4,10.12
1140,515058,,مشهد,909801039171.0,200.0,1401/11/12,1404/01/28 - 02:10:03,638149.39,692367.7,14.05
1141,514175,,مشهد,909801067703.0,200.0,1404/01/16,1404/01/28 - 03:11:09,,,
1142,514731,,مشهد,909801067704.0,200.0,1404/01/25,1404/01/28 - 03:10:45,,,
1143,516798,خدمات,مشهد,909801061636.0,50.0,1403/06/05,1404/01/28 - 03:10:42,,,
1144,شرکت گل نقش خروجی فاضلاب,,مشهد,909801068869.0,100.0,1403/11/28,,,,
1145,608631,کشاورزی,کاشمر,909801049966.0,50.0,1401/12/24,1404/01/28 - 03:08:24,5781.173,29320.0,0.85
1146,000285,,کاخک,929801000285.0,15.0,1403/04/31,1404/01/27 - 13:52:42,,,
1147,806410,صنعتی,نیشابور,909801052847.0,50.0,1403/06/25,1404/01/27 - 03:07:25,0.0,0.0,
1148,209135,خدمات,قوچان,909801063969.0,50.0,1403/03/26,1404/01/28 - 03:10:34,,,
1149,622381,خدمات,تربت حیدریه,909801048824.0,50.0,1401/10/17,1404/01/27 - 03:09:50,3110.073,18986.0,0.94
1150,618399,صنعتی,کاشمر,909801041123.0,50.0,1401/02/19,1404/01/28 - 02:10:34,55721.65,578456.2,2.6
1151,605054,خدمات,تربت حیدریه,909801058076.0,80.0,1403/03/17,1404/01/28 - 03:10:34,0.0,,
1152,103441,خدمات,سبزوار,909801034858.0,80.0,1400/03/03,1402/12/06 - 02:06:28,134386.3,1082203.3,7.5
1153,604034,خدمات,تربت حیدریه,909801032905.0,100.0,1399/06/23,1403/09/26 - 03:11:26,16722.8,8760.0,0.5
1154,601009,خدمات,تربت حیدریه,909801035375.0,100.0,1400/04/27,1404/01/28 - 02:11:35,53360.02,406469.3,3.86
1155,513793,,سرخس,909801064529.0,125.0,1403/05/29,1404/01/28 - 03:10:30,,,
1156,201081,خدمات,قوچان,909801056031.0,100.0,1402/10/18,1404/01/28 - 02:58:53,3.946,,
1157,201076,خدمات,قوچان,909801056095.0,80.0,1402/09/15,1404/01/28 - 03:02:45,2.105,,4.4
1158,801145970814,کشاورزی,مشهد,801145970814.0,200.0,1398/08/14,,,,
1159,912997,,تایباد,909801034026.0,50.0,1399/11/29,1404/01/28 - 02:10:32,4837.36,35641.4,1.64
1160,212123,,مشهد,909801041687.0,100.0,1401/03/12,,,,
1161,212122,,مشهد,909801041688.0,100.0,1401/03/09,,,,
1162,212121,,مشهد,909801041734.0,100.0,1401/03/07,,,,
1163,212127,,مشهد,909801041736.0,100.0,1401/03/26,,,,
1164,چاه پارک مطهر,,مشهد,909801064470.0,150.0,1403/12/05,,,,
1165,خروجی پمپاژ پارک پردیس 4اینچ,,مشهد,929801001633.0,15.0,1403/12/06,1404/01/28 - 13:31:34,,,
1166,212129,,مشهد,909801041175.0,200.0,1400/03/29,1401/02/28 - 02:10:31,,,
1167,212128,,مشهد,909801041176.0,200.0,1401/04/06,1401/02/15 - 02:10:33,,,
1168,پارک نصرت,,مشهد,909801045653.0,200.0,1402/05/31,1404/01/11 - 02:10:36,78492.12,30092.5,13.34
1169,999999,,مشهد,909801046453.0,80.0,1401/12/20,,,,
1170,منطقه 6,,مشهد,909801051728.0,125.0,1402/01/15,,,,
1171,بوستان ریحانه,,مشهد,909801034426.0,80.0,1402/07/27,,,,
1172,212131,,مشهد,909801041218.0,80.0,1401/04/14,1401/02/04 - 02:10:21,,,
1173,212126,,مشهد,909801041219.0,100.0,1401/03/25,1401/02/19 - 14:09:01,,,
1174,212124,,مشهد,909801041640.0,100.0,1401/03/22,,,,
1175,212125,,مشهد,909801041655.0,125.0,1401/03/22,,,,
1176,212130,,مشهد,909801041667.0,125.0,1401/03/31,,,,
1177,بوستان نرگس,,مشهد,909801054460.0,80.0,1402/05/30,,,,
1178,منطقه ثامن,,مشهد,909801054720.0,100.0,1402/06/29,,,,
1179,فدائیان,,مشهد,909801054739.0,100.0,1402/06/26,,,,
1180,444441,,مشهد,909801032082.0,150.0,1399/10/21,1404/01/28 - 00:31:36,-182273.7,0.0,
1181,444444,,مشهد,909801032087.0,150.0,1399/05/05,1401/01/24 - 02:10:31,,,
1182,444442,,مشهد,909801032657.0,125.0,1399/05/23,1404/01/12 - 01:26:05,0.0,,
1183,444443,,مشهد,909801032663.0,150.0,1399/06/27,1403/04/23 - 01:22:40,35422.5,221849.1,10.44
1184,موتورخانه آبادگران,,مشهد,909801055823.0,80.0,1402/08/25,,,,
1185,موتورخانه میدان انقلاب,,مشهد,909801055824.0,80.0,1402/10/13,,,,
1186,موتورخانه سلیمانی,,مشهد,909801055870.0,100.0,1402/08/25,,,,
1187,بوستان دهقانی,,مشهد,909801055871.0,100.0,1402/09/21,,,,
1188,میدان ضد,,مشهد,909801055873.0,100.0,1402/09/29,,,,
1189,موتورخانه تپه,,مشهد,909801055874.0,100.0,1402/10/13,,,,
1190,موتورخانه بلوار خلیلی,,مشهد,909801055876.0,100.0,1402/10/10,,,,
1191,بوستان وفا,,مشهد,909801069369.0,100.0,1403/11/08,,,,
1192,مخزن هاشمیه 65,,مشهد,909801069360.0,80.0,1403/11/08,,,,
1193,کوثر شمالی 8 بوستان پرنیان,,مشهد,909801069401.0,100.0,1403/11/07,,,,
1194,آخر سرافرازان,,مشهد,909801068244.0,80.0,1403/11/04,,,,
1195,بین چهارراه ناصری و بلوار کاوه,,مشهد,909801069363.0,80.0,1403/11/11,,,,
1196,صارمی 2,,مشهد,909801069375.0,100.0,1403/11/07,,,,
1197,نماز 19,,مشهد,909801069362.0,80.0,1403/11/10,,,,
1198,کلانتری 16 موتورخانه فاز3,,مشهد,909801069573.0,100.0,1403/11/17,,,,
1199,چاه پارک پردیس,,مشهد,909801069570.0,100.0,1403/12/04,,,,
1200,بلوارکلانتری موتورخانه فاز 4,,مشهد,909801069414.0,125.0,1403/11/14,,,,
1201,میدان جمهوری,,مشهد,909801069413.0,125.0,1403/11/13,,,,
1202,پل برونسی,,مشهد,909801069364.0,80.0,1403/11/06,,,,
1203,فکوری 59,,مشهد,909801069416.0,125.0,1403/11/16,,,,
1204,میدان هفت تیر مخزن دانش,,مشهد,909801069378.0,100.0,1403/11/10,,,,
1205,پارک فردوس,,مشهد,909801069415.0,125.0,1403/11/15,,,,
1206,525915,خدمات,مشهد,909801037071.0,125.0,1400/08/17,1404/01/28 - 03:10:35,95506.45,611940.5,9.95
1207,608943,صنعتی,کاشمر,909801052323.0,50.0,1402/07/09,1404/01/27 - 09:42:10,3485.366,23823.4,1.96
1208,600593,خدمات,تربت حیدریه,909801059446.0,50.0,1402/12/03,1404/01/28 - 03:09:26,1.475,,
1209,300075,,گناباد,909801050739.0,50.0,1402/10/28,1404/01/28 - 03:07:57,3769.9,0.0,
1210,300263,,گناباد,909801052854.0,50.0,1402/10/28,1404/01/28 - 03:11:12,3829.17,480.3,6.22
1211,300296,,گناباد,909801052863.0,50.0,1402/10/29,1404/01/28 - 03:10:40,0.576,,
1212,302614,خدمات,گناباد,909801050888.0,50.0,1402/02/30,1404/01/23 - 02:50:23,21619.49,52223.8,2.47
1213,804857 اصلی,صنعتی,نیشابور,909801058266.0,150.0,1403/05/02,1404/01/28 - 03:11:21,0.0,,
1214,804002,صنعتی,نیشابور,909801063685.0,150.0,1403/05/04,1404/01/28 - 03:10:39,,,
1215,806303,صنعتی,نیشابور,909801063686.0,150.0,1403/05/11,1404/01/28 - 03:10:33,,,
1216,805051,صنعتی,نیشابور,909801058315.0,150.0,1403/04/30,1404/01/28 - 03:09:54,0.0,22.1,0.5
1217,804857 رزرو,صنعتی,نیشابور,909801063156.0,150.0,1403/05/02,1404/01/28 - 02:53:47,,,
1218,شهرک پرستوی شاندیز,,مشهد,909801052565.0,200.0,1403/04/13,1403/04/11 - 02:40:25,0.0,197.3,0.33
1219,107012,,سبزوار,909801053572.0,150.0,1402/12/21,1404/01/28 - 03:07:54,721.6,1.9,12.07
1220,517198,شرب شهری,مشهد,909801061639.0,50.0,1403/02/17,1403/10/17 - 03:10:41,,,
1221,201270,,قوچان,909801057079.0,50.0,1403/03/17,1404/01/28 - 03:11:03,0.0,0.0,
1222,14211074,,خرو,929801000004.0,20.0,1402/05/08,1404/01/28 - 03:10:24,11046.44,,
1223,514721 رزرو,صنعتی,مشهد,909801050096.0,125.0,1402/05/31,1404/01/06 - 02:51:55,15.877,,5.7
1224,514721,صنعتی,مشهد,909801050969.0,125.0,1402/05/15,1404/01/28 - 03:09:14,211894.4,3617.6,14.17
1225,40528,,مشهد,929801001047.0,25.0,1403/08/14,1404/01/27 - 13:54:30,,,
1226,530185,کشاورزی,مشهد,909801048248.0,100.0,1402/02/04,1403/06/06 - 02:17:22,0.0,,
1227,518143,صنعتی,مشهد,909801048104.0,50.0,1401/10/14,1404/01/28 - 03:10:37,540.152,1004.4,1.75
1228,515564,صنعتی,مشهد,909801035269.0,50.0,1400/03/31,1403/07/23 - 02:11:04,792.8,29005.7,1.43
1229,603079,کشاورزی,تربت حیدریه,909801044407.0,150.0,1401/05/11,1404/01/28 - 02:11:37,444647.5,433561.5,23.6
1230,603078,کشاورزی,تربت حیدریه,909801044821.0,150.0,1401/05/11,1404/01/22 - 02:05:11,6762415.1,2167703.1,22.04
1231,515888,شرب و بهداشت دام,مشهد,909801041706.0,50.0,1401/03/30,1404/01/28 - 03:05:26,21318.77,58847.9,0.94
1232,516864,صنعتی,مشهد,909801060247.0,50.0,1402/12/17,1404/01/28 - 03:07:03,154.593,63.5,1.24
1233,514393,کشاورزی,مشهد,909801032598.0,125.0,1399/05/14,1403/06/04 - 23:27:04,,,
1234,529083,کشاورزی,مشهد,909801035427.0,150.0,1400/04/09,1404/01/28 - 02:10:49,349843.9,1238408.1,21.12
1235,529124,کشاورزی,مشهد,909801032597.0,125.0,1399/05/22,1403/08/16 - 01:19:01,101648.1,228696.7,15.89
1236,514472,کشاورزی,مشهد,909801040530.0,100.0,1401/01/17,1404/01/28 - 02:08:05,140761.0,2231987.3,6.75
1237,200655,صنعتی,قوچان,909801051586.0,50.0,1402/02/31,1404/01/28 - 03:03:15,7043.4,4494.6,3.58
1238,518753,شرب شهری,مشهد,909801058811.0,50.0,1402/11/09,1404/01/28 - 03:10:35,137.17,,2.27
1239,806310,صنعتی,نیشابور,909801033151.0,50.0,1399/07/20,1404/01/28 - 02:10:16,-4443.2,0.0,
1240,517233,شرب و بهداشت دام,مشهد,909801058344.0,100.0,1403/02/09,1404/01/27 - 02:01:30,0.0,8.9,1.15
1241,805663,صنعتی,نیشابور,909801033891.0,50.0,1399/11/04,1404/01/28 - 00:16:36,-3102.5,0.0,
1242,1421182,,خرو,929801000260.0,40.0,1403/09/01,1404/01/28 - 02:43:46,,,
1243,14211298,,خرو,929801000182.0,25.0,1402/12/21,1404/01/27 - 13:35:02,0.0,,
1244,910761,صنعتی,تربت جام,909801032836.0,50.0,1399/07/02,1404/01/28 - 02:10:23,690.58,22774.7,0.52
1245,14211163,,خرو,929801000012.0,25.0,1402/08/15,1404/01/27 - 13:43:12,-1408.463,0.0,
1246,14211079,,خرو,929801000013.0,25.0,1402/08/15,1404/01/27 - 13:56:57,0.4,0.0,
1247,14211285,,خرو,929801000078.0,40.0,1402/11/13,1403/11/06 - 00:16:09,0.0,,
1248,602871,شرب شهری,خواف,909801035485.0,200.0,1400/03/31,1404/01/26 - 02:12:13,949580.0,832720.6,36.3
1249,602835,صنعتی,خواف,909801035563.0,150.0,1400/03/31,1404/01/28 - 02:10:42,653121.1,2072482.9,24.37
1250,514148,صنعتی,مشهد,909801033155.0,50.0,1399/07/28,1403/06/11 - 09:42:34,5.373,273.0,0.49
1251,14211243,,خرو,929801000234.0,15.0,1402/12/28,1404/01/27 - 13:48:21,0.595,0.0,
1252,100534,کشاورزی,سبزوار,909801056226.0,125.0,1402/11/03,1404/01/28 - 02:00:30,88403.6,1931.4,26.72
1253,515834,کشاورزی,مشهد,909801032706.0,50.0,1399/07/10,1404/01/28 - 02:10:31,36343.9,2038109.6,2.23
1254,804813,شرب و بهداشت دام,نیشابور,909801033893.0,50.0,1399/11/04,1404/01/28 - 03:10:42,5937.73,9716.9,3.4
1255,805135,شرب و بهداشت دام,نیشابور,909801039198.0,50.0,1401/02/09,1404/01/28 - 02:10:34,1574.793,23438.0,0.42
1256,521081,کشاورزی,درگز,909801037876.0,80.0,1401/08/08,1404/01/28 - 03:10:35,28324.204,11686.8,4.74
1257,805846,کشاورزی,نیشابور,909801058194.0,50.0,1402/10/04,1404/01/17 - 02:03:07,0.0,0.0,
1258,910403,کشاورزی,تربت جام,909801046771.0,80.0,1402/05/29,1404/01/28 - 03:10:00,42660.9,8468.0,1.4
1259,516735,کشاورزی,مشهد,909801034704.0,150.0,1400/02/27,1403/10/25 - 02:11:25,100352.7,994195.3,9.05
1260,515698,کشاورزی,مشهد,909801035228.0,100.0,1400/03/23,1404/01/28 - 02:10:35,62703.3,2794270.8,3.09
1261,529179,کشاورزی,مشهد,909801037627.0,125.0,1400/12/14,1404/01/28 - 03:10:33,5910.4,9116.6,28.98
1262,983532,,خواف,929801000586.0,15.0,1403/08/16,1404/01/27 - 13:53:26,,,
1263,805112,شرب و بهداشت دام,نیشابور,909801039199.0,50.0,1401/08/02,1404/01/28 - 02:46:46,236.572,2236.9,0.73
1264,518172,شرب شهری,مشهد,909801033514.0,50.0,1399/09/10,1404/01/28 - 02:10:07,504.444,19181.0,0.83
1265,603244,کشاورزی,تربت حیدریه,909801054137.0,150.0,1402/06/08,1404/01/28 - 03:09:29,149334.9,118911.3,14.86
1266,529052,کشاورزی,مشهد,909801034772.0,150.0,1400/01/23,1404/01/28 - 03:10:38,386777.7,1973242.8,17.89
1267,603636,صنعتی,تربت حیدریه,909801033522.0,50.0,1399/09/12,1403/12/22 - 02:10:43,8942.293,15561.0,2.32
1268,604658,خدمات,تربت حیدریه,909801039125.0,50.0,1401/02/10,1404/01/25 - 02:08:32,5903.456,109160.8,1.65
1269,516024,شرب و بهداشت دام,مشهد,909801032675.0,50.0,1399/05/20,1404/01/28 - 02:11:27,136.868,10380.9,0.7
1270,601218,صنعتی,تربت حیدریه,909801033212.0,50.0,1399/08/19,1403/12/20 - 02:10:35,-1452.3,0.0,
1271,603367,کشاورزی,تربت حیدریه,909801050825.0,150.0,1402/04/29,1403/02/10 - 02:57:41,135567.886,13758.0,20.52
1272,514710,کشاورزی,مشهد,909801032662.0,150.0,1399/06/05,1404/01/13 - 01:55:40,234438.3,8760.0,7.4
1273,622255,کشاورزی,تربت حیدریه,909801053576.0,150.0,1402/08/19,1404/01/28 - 03:06:19,92437.4,4.3,7.05
1274,601051,صنعتی,تربت حیدریه,909801033587.0,50.0,1399/09/24,1404/01/28 - 02:10:31,3.964,,1.7
1275,518122,شرب و بهداشت دام,مشهد,909801049964.0,50.0,1402/02/01,1404/01/28 - 03:10:56,1700.875,8629.2,1.51
1276,519093,کشاورزی,مشهد,909801041740.0,100.0,1401/10/06,1403/12/07 - 02:05:57,211854.4,424427.3,13.84
1277,302465,کشاورزی,گناباد,909801047562.0,80.0,1403/04/04,1404/01/28 - 03:09:54,,,
1278,529366,شرب و بهداشت دام,مشهد,909801033214.0,50.0,1399/08/11,1402/08/30 - 23:58:39,,,
