,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
20362,519905,,0,0.0,,-3928.105,10,30,33.33,1401/10
20368,517495,1.97,0,0.0,3871.3,-19.47,30,30,100.0,1401/10
20433,519747,,0,0.0,0.0,-124.8,30,30,100.0,1401/10
20490,514596,,0,0.0,0.0,-5372.0,30,30,100.0,1401/10
20526,514763,0.3,0,0.0,63142.1,-46500.03,22,30,73.33,1401/10
20531,603230,,0,0.0,0.0,-19.651,30,30,100.0,1401/10
20537,517766,,0,0.0,0.0,-13845.3,30,30,100.0,1401/10
20570,301121,4.95,0,0.0,,-280.3,30,30,100.0,1401/10
20576,514162,,0,0.0,0.0,-3189.4,30,30,100.0,1401/10
20607,515976,,0,0.0,0.0,-16.1,30,30,100.0,1401/10
20654,518586,,0,0.0,0.0,-36.7,30,30,100.0,1401/10
20660,530103,,0,0.0,0.0,-172.214,30,30,100.0,1401/10
20717,103226,0.37,0,0.0,,-0.1,30,30,100.0,1401/10
20720,102531,,0,0.0,0.0,-2507.4,30,30,100.0,1401/10
20741,804873,,0,0.0,0.0,-5219.5,30,30,100.0,1401/10
20753,805264,,0,0.0,0.0,-57.0,30,30,100.0,1401/10
20766,605368,,0,0.0,0.0,-3717.4,30,30,100.0,1401/10
20791,514163,,0,0.0,,-19027.89,30,30,100.0,1401/10
20833,111111,,0,0.0,0.0,-1516.4,30,30,100.0,1401/10
20876,100085,,0,0.0,,-42466.76,30,30,100.0,1401/10
20974,530198,,0,0.0,0.0,-1438.4,30,30,100.0,1401/10
20979,515134,0.8,0,0.0,,-1085.841,28,30,93.33,1401/10
20994,541355,0.35,0,0.0,,-0.233,30,30,100.0,1401/10
21006,519696,,0,0.0,0.0,-0.015,30,30,100.0,1401/10
21037,516366,,0,0.0,,-0.26,30,30,100.0,1401/10
21043,514090,,0,0.0,0.0,-282.1,30,30,100.0,1401/10
21066,516356,,0,0.0,,-0.5,30,30,100.0,1401/10
21082,516374,1.1,0,0.0,,-1.73,30,30,100.0,1401/10
21095,514097,,0,0.0,0.0,-73346.52,30,30,100.0,1401/10
21211,514148,,0,0.0,,-0.036,30,30,100.0,1401/10
21228,603636,,0,0.0,,-5759.526,1,30,3.33,1401/10
21231,601218,,0,0.0,0.0,-119.3,30,30,100.0,1401/10
21235,601051,,0,0.0,,-0.008,30,30,100.0,1401/10
21243,515812,,0,0.0,0.0,-64162.4,30,30,100.0,1401/10
21244,515271,,0,0.0,0.0,-7650.7,30,30,100.0,1401/10
21283,515627,,0,0.0,0.0,-8392.2,30,30,100.0,1401/10
21299,514608,,0,0.0,0.0,-11305.3,30,30,100.0,1401/10
21422,604032,,0,0.0,,-1.638,24,30,80.0,1401/10
21428,517218,,0,0.0,,-0.005,30,30,100.0,1401/10
21432,529424,1.05,0,0.0,,-0.58,30,30,100.0,1401/10
21434,107410,2.8,0,0.0,,-21.4,30,30,100.0,1401/10
21471,529019,,0,0.0,0.0,-95.0,30,30,100.0,1401/10
21497,514947,,0,0.0,0.0,-43.3,30,30,100.0,1401/10
21545,514053,,0,0.0,0.0,-41755.8,30,30,100.0,1401/10
21555,519465,0.7,0,0.0,,-0.09,30,30,100.0,1401/10
21570,519845,,0,0.0,0.0,-50.5,30,30,100.0,1401/10
21571,529169,,0,0.0,0.0,-29732.8,30,30,100.0,1401/10
21590,529280,,0,0.0,0.0,-188.4,30,30,100.0,1401/10
21599,515477,,0,0.0,,-0.021,30,30,100.0,1401/10
21639,529097,,0,0.0,0.0,-3199.5,30,30,100.0,1401/10
21652,518293,,0,0.0,0.0,-0.3,30,30,100.0,1401/10
21670,607069,,0,0.0,,-6.1,30,30,100.0,1401/10
21672,805347,,0,0.0,0.0,-435.8,30,30,100.0,1401/10
21725,514580,,0,0.0,0.0,-2087.2,30,30,100.0,1401/10
21803,804865,,0,0.0,0.0,-1685.6,30,30,100.0,1401/10
21816,805080,,0,0.0,0.0,-134.6,30,30,100.0,1401/10
21851,911408,,0,0.0,0.0,-0.6,30,30,100.0,1401/10
21861,514521,,0,0.0,0.0,-3406.0,30,30,100.0,1401/10
21906,514914,,0,0.0,0.0,-2124.58,30,30,100.0,1401/10
21919,515792,,0,0.0,0.0,-31.4,30,30,100.0,1401/10
21931,518885,,0,0.0,0.0,-11.2,30,30,100.0,1401/10
21997,527290,0.6,0,0.0,,-0.053,30,30,100.0,1401/10
22015,517124,,0,0.0,,-3.61,30,30,100.0,1401/10
22170,515637,,0,0.0,0.0,-6694.3,30,30,100.0,1401/10
22200,514765,,0,0.0,,-722.9,30,30,100.0,1401/11
22203,517638,,0,0.0,0.0,-755.8,30,30,100.0,1401/11
22212,302041,,0,0.0,0.0,-2.5,30,30,100.0,1401/11
22218,514059,,0,0.0,0.0,-2543.5,30,30,100.0,1401/11
22235,517768,,0,0.0,0.0,-961.5,30,30,100.0,1401/11
22238,603185,,0,0.0,,-139.805,30,30,100.0,1401/11
22274,911838,,0,0.0,0.0,-1501.9,30,30,100.0,1401/11
22423,515056,,0,0.0,0.0,-70.0,30,30,100.0,1401/11
22426,805204,,0,0.0,0.0,-58.7,30,30,100.0,1401/11
22431,517979,,0,0.0,0.0,-10111.1,30,30,100.0,1401/11
22436,600448,,0,0.0,0.0,-1919.1,30,30,100.0,1401/11
22443,514682,,0,0.0,0.0,-34816.0,30,30,100.0,1401/11
22533,514618,,0,0.0,,-0.891,30,30,100.0,1401/11
22547,529013,,0,0.0,0.0,-15341.4,30,30,100.0,1401/11
22586,517495,1.45,0,0.0,,-19.25,30,30,100.0,1401/11
22598,529107,,0,0.0,,-10.2,30,30,100.0,1401/11
22651,519747,,0,0.0,0.0,-124.9,30,30,100.0,1401/11
22658,514884,1.15,0,0.0,,-2.994,5,30,16.67,1401/11
22708,514596,,0,0.0,0.0,-5372.0,30,30,100.0,1401/11
22721,518453,7.34,0,0.0,582608.5,-617489.4,30,30,100.0,1401/11
22730,604175,,0,0.0,,-1.2,30,30,100.0,1401/11
22755,517766,,0,0.0,0.0,-13845.4,30,30,100.0,1401/11
22770,516825,0.9,0,0.0,,-0.1,30,30,100.0,1401/11
22794,514162,,0,0.0,0.0,-3189.4,30,30,100.0,1401/11
22825,515976,,0,0.0,0.0,-16.0,30,30,100.0,1401/11
22872,518586,,0,0.0,0.0,-36.7,30,30,100.0,1401/11
22878,530103,,0,0.0,0.0,-259.6,30,30,100.0,1401/11
22934,804714,,0,0.0,,-0.477,30,30,100.0,1401/11
22938,102531,,0,0.0,0.0,-2507.4,30,30,100.0,1401/11
22959,804873,,0,0.0,0.0,-5219.6,30,30,100.0,1401/11
22971,805264,,0,0.0,0.0,-56.9,30,30,100.0,1401/11
22984,605368,,0,0.0,0.0,-3717.4,30,30,100.0,1401/11
23007,517780,,0,0.0,,-346642.38,6,30,20.0,1401/11
23009,514163,,0,0.0,,-11233.15,30,30,100.0,1401/11
23037,606085,14.8,0,0.0,,-222.119,26,30,86.67,1401/11
23051,111111,,0,0.0,0.0,-1516.5,30,30,100.0,1401/11
23094,100085,1.4,0,0.0,2238.9,-37188.9,30,30,100.0,1401/11
23158,516691,0.4,0,0.0,,-8.281,30,30,100.0,1401/11
23192,530198,,0,0.0,0.0,-1438.4,30,30,100.0,1401/11
23256,514088,,0,0.0,,-225.6,29,30,96.67,1401/11
23261,514090,,0,0.0,0.0,-282.1,30,30,100.0,1401/11
23359,444441,,0,0.0,0.0,-14981.4,30,30,100.0,1401/11
23440,529179,1.3,0,0.0,,-0.4,30,30,100.0,1401/11
23449,601218,,0,0.0,0.0,-119.4,30,30,100.0,1401/11
23450,603367,24.7,0,0.0,,-110.064,5,30,16.67,1401/11
23453,601051,,0,0.0,,-0.059,30,30,100.0,1401/11
23454,518122,,0,0.0,,-60.383,6,30,20.0,1401/11
23461,515812,,0,0.0,0.0,-64162.3,30,30,100.0,1401/11
23462,515271,,0,0.0,0.0,-7650.6,30,30,100.0,1401/11
23499,623155,,0,0.0,,-15.0,30,30,100.0,1401/11
23501,515627,,0,0.0,0.0,-8392.3,30,30,100.0,1401/11
23517,514608,,0,0.0,0.0,-11305.2,30,30,100.0,1401/11
23612,604846,,0,0.0,,-0.02,30,30,100.0,1401/11
23629,514506,,0,0.0,,-0.5,30,30,100.0,1401/11
23670,529146,,0,0.0,,-148.6,30,30,100.0,1401/11
23689,529019,,0,0.0,0.0,-95.0,30,30,100.0,1401/11
23715,514947,,0,0.0,0.0,-43.2,30,30,100.0,1401/11
23763,514053,,0,0.0,0.0,-41755.7,30,30,100.0,1401/11
23788,519845,,0,0.0,0.0,-50.4,30,30,100.0,1401/11
23789,529169,,0,0.0,0.0,-29732.7,30,30,100.0,1401/11
23808,529280,,0,0.0,0.0,-188.4,30,30,100.0,1401/11
23837,603031,,0,0.0,,-1.23,7,30,23.33,1401/11
23857,529097,,0,0.0,0.0,-3199.6,30,30,100.0,1401/11
23870,518293,,0,0.0,0.0,-0.3,30,30,100.0,1401/11
23890,805347,,0,0.0,0.0,-435.7,30,30,100.0,1401/11
23943,514580,,0,0.0,0.0,-2087.3,30,30,100.0,1401/11
23946,601415,,0,0.0,,-0.008,30,30,100.0,1401/11
24021,804865,,0,0.0,0.0,-1685.5,30,30,100.0,1401/11
24034,805080,,0,0.0,0.0,-134.7,30,30,100.0,1401/11
24038,516214,3.2,0,0.0,,-4034.154,30,30,100.0,1401/11
24052,529334,,0,0.0,,-24.0,30,30,100.0,1401/11
24062,122092,,0,0.0,0.0,-0.1,30,30,100.0,1401/11
24069,911408,,0,0.0,0.0,-0.7,30,30,100.0,1401/11
24079,514521,,0,0.0,0.0,-3405.9,30,30,100.0,1401/11
24104,529250,,0,0.0,0.0,-3795.7,30,30,100.0,1401/11
24124,514914,,0,0.0,0.0,-2369.8,30,30,100.0,1401/11
24137,515792,,0,0.0,0.0,-31.4,30,30,100.0,1401/11
24149,518885,,0,0.0,0.0,-11.3,30,30,100.0,1401/11
24248,514054,,0,0.0,,-6.2,30,30,100.0,1401/11
24307,518438,2.0,0,0.0,243.7,-3779.93,30,30,100.0,1401/11
24388,515637,,0,0.0,0.0,-6694.2,30,30,100.0,1401/11
24407,603107,,0,0.0,,-157.148,28,29,96.55,1401/12
24408,517963,1.08,0,0.0,30.9,-11233.807,29,29,100.0,1401/12
24421,517638,,0,0.0,0.0,-730.5,29,29,100.0,1401/12
24430,302041,,0,0.0,0.0,-2.4,29,29,100.0,1401/12
24436,514059,,0,0.0,0.0,-2458.8,29,29,100.0,1401/12
24451,603399,,0,0.0,,-0.86,29,29,100.0,1401/12
24453,517768,,0,0.0,0.0,-929.4,29,29,100.0,1401/12
24463,603161,1.1,0,0.0,24.7,-130.473,29,29,100.0,1401/12
24492,911838,,0,0.0,0.0,-1451.8,29,29,100.0,1401/12
24554,چاه K,,0,0.0,,-5105.942,16,29,55.17,1401/12
24641,515056,,0,0.0,0.0,-67.7,29,29,100.0,1401/12
24644,805204,,0,0.0,0.0,-56.6,29,29,100.0,1401/12
24649,517979,,0,0.0,0.0,-9774.0,29,29,100.0,1401/12
24654,600448,,0,0.0,0.0,-1855.2,29,29,100.0,1401/12
24659,514153,2.3,0,0.0,,-0.112,29,29,100.0,1401/12
24661,514682,,0,0.0,0.0,-33655.5,29,29,100.0,1401/12
24717,529298,,0,0.0,0.0,-3562.2,29,29,100.0,1401/12
24765,529013,,0,0.0,0.0,-14830.0,29,29,100.0,1401/12
24825,529259,,0,0.0,0.0,-9793.3,29,29,100.0,1401/12
24854,517316,,0,0.0,0.0,-860.5,29,29,100.0,1401/12
24869,519747,,0,0.0,0.0,-120.7,29,29,100.0,1401/12
24926,514596,,0,0.0,0.0,-5193.0,29,29,100.0,1401/12
24939,518453,,0,0.0,0.0,-19313.9,29,29,100.0,1401/12
24962,514763,,0,0.0,,-17228.8,28,29,96.55,1401/12
24973,517766,,0,0.0,0.0,-13383.9,29,29,100.0,1401/12
25012,514162,,0,0.0,0.0,-3083.0,29,29,100.0,1401/12
25030,519664,2.08,0,0.0,513.8,-1243.066,25,29,86.21,1401/12
25043,515976,,0,0.0,0.0,-15.6,29,29,100.0,1401/12
25081,529021,,0,0.0,0.0,-1193.6,29,29,100.0,1401/12
25090,518586,,0,0.0,0.0,-35.4,29,29,100.0,1401/12
25096,530103,,0,0.0,0.0,-251.0,29,29,100.0,1401/12
25110,911146,,0,0.0,0.0,-32.7,29,29,100.0,1401/12
25152,804714,0.45,0,0.0,899.0,-7.944,29,29,100.0,1401/12
25153,103226,,0,0.0,,-9.34,29,29,100.0,1401/12
25156,102531,,0,0.0,0.0,-2423.8,29,29,100.0,1401/12
25177,804873,,0,0.0,0.0,-5045.6,29,29,100.0,1401/12
25189,805264,,0,0.0,0.0,-55.0,29,29,100.0,1401/12
25202,605368,,0,0.0,0.0,-3593.5,29,29,100.0,1401/12
25223,516918,2.1,0,0.0,279605268.2,-1056962687.88,29,29,100.0,1401/12
25269,111111,,0,0.0,0.0,-1465.9,29,29,100.0,1401/12
25284,622137,0.1,0,0.0,680.8,-254.612,29,29,100.0,1401/12
25312,100085,1.6,0,0.0,,-65468.7,29,29,100.0,1401/12
25333,525522,,0,0.0,0.0,-10824.7,29,29,100.0,1401/12
25360,608685,11.66,0,0.0,836.6,-60761.51,21,29,72.41,1401/12
25410,530198,,0,0.0,0.0,-1390.5,29,29,100.0,1401/12
25417,602487,7.45,0,0.0,3.8,-55506.62,23,29,79.31,1401/12
25479,514090,,0,0.0,0.0,-272.7,29,29,100.0,1401/12
25511,514085,,0,0.0,,-4.81,29,29,100.0,1401/12
25577,444441,,0,0.0,0.0,-14482.0,29,29,100.0,1401/12
25620,514721 رزرو,0.1,0,0.0,482.3,-180.191,29,29,100.0,1401/12
25638,805663,,0,0.0,0.0,-246.5,29,29,100.0,1401/12
25647,514148,,0,0.0,,-0.003,29,29,100.0,1401/12
25667,601218,,0,0.0,0.0,-115.4,29,29,100.0,1401/12
25679,515812,,0,0.0,0.0,-62023.6,29,29,100.0,1401/12
25680,515271,,0,0.0,0.0,-7395.7,29,29,100.0,1401/12
25719,515627,,0,0.0,0.0,-8112.5,29,29,100.0,1401/12
25729,529581,,0,0.0,,-0.004,6,29,20.69,1401/12
25735,514608,,0,0.0,0.0,-10928.5,29,29,100.0,1401/12
25759,516036,,0,0.0,0.0,-4215.0,29,29,100.0,1401/12
25763,101294,0.9,0,0.0,32.7,-128.054,29,29,100.0,1401/12
25907,529019,,0,0.0,0.0,-91.7,29,29,100.0,1401/12
25933,514947,,0,0.0,0.0,-41.8,29,29,100.0,1401/12
25941,602414,,0,0.0,,-0.023,29,29,100.0,1401/12
25963,805771,,0,0.0,,-3.378,16,29,55.17,1401/12
25981,514053,,0,0.0,0.0,-40363.9,29,29,100.0,1401/12
25982,805657,,0,0.0,,-522.109,29,29,100.0,1401/12
26006,519845,,0,0.0,0.0,-48.8,29,29,100.0,1401/12
26007,529169,,0,0.0,0.0,-28741.7,29,29,100.0,1401/12
26026,529280,,0,0.0,0.0,-182.1,29,29,100.0,1401/12
26037,805885,1.0,0,0.0,28.6,-127.511,29,29,100.0,1401/12
26075,529097,,0,0.0,0.0,-3092.8,29,29,100.0,1401/12
26082,600280,,0,0.0,,-0.214,29,29,100.0,1401/12
26088,518293,,0,0.0,0.0,-0.2,29,29,100.0,1401/12
26099,514793,,0,0.0,,-0.32,29,29,100.0,1401/12
26108,805347,,0,0.0,0.0,-421.2,29,29,100.0,1401/12
26111,618310,,0,0.0,,-0.14,29,29,100.0,1401/12
26125,514421,,0,0.0,,-37.5,8,29,27.59,1401/12
26161,514580,,0,0.0,0.0,-2017.6,29,29,100.0,1401/12
26239,804865,,0,0.0,0.0,-1629.4,29,29,100.0,1401/12
26252,805080,,0,0.0,0.0,-130.2,29,29,100.0,1401/12
26256,516214,0.65,0,0.0,50.2,-4460.441,29,29,100.0,1401/12
26287,911408,,0,0.0,0.0,-0.6,29,29,100.0,1401/12
26297,514521,,0,0.0,0.0,-3292.3,29,29,100.0,1401/12
26306,529254,,0,0.0,0.0,-8766.3,29,29,100.0,1401/12
26322,529250,,0,0.0,0.0,-3669.1,29,29,100.0,1401/12
26341,514604,6.94,0,0.0,62553.3,-187342.8,29,29,100.0,1401/12
26342,514914,,0,0.0,0.0,-2290.8,29,29,100.0,1401/12
26355,515792,,0,0.0,0.0,-30.3,29,29,100.0,1401/12
26367,518885,,0,0.0,0.0,-10.8,29,29,100.0,1401/12
26406,911729,,0,0.0,,-0.16,29,29,100.0,1401/12
26411,603376,,0,0.0,,-100.574,28,29,96.55,1401/12
26525,518438,,0,0.0,0.0,-4864.0,29,29,100.0,1401/12
26536,103858,4.3,0,0.0,,-742.308,29,29,100.0,1401/12
26559,514916,,0,0.0,0.0,-1495.2,29,29,100.0,1401/12
26606,515637,,0,0.0,0.0,-6471.1,29,29,100.0,1401/12
10,517963,,0,0.0,,-15861.34,26,31,83.87,1402/01
23,517638,,0,0.0,0.0,-781.0,31,31,100.0,1402/01
32,302041,,0,0.0,0.0,-2.7,31,31,100.0,1402/01
38,514059,,0,0.0,0.0,-2628.4,31,31,100.0,1402/01
55,517768,,0,0.0,0.0,-993.5,31,31,100.0,1402/01
84,515530,7.55,0,0.0,5835.1,-1930.92,31,31,100.0,1402/01
94,911838,,0,0.0,0.0,-1551.9,31,31,100.0,1402/01
112,603016,14.19,0,0.0,28296.4,-591422.6,11,31,35.48,1402/01
140,555555,1.8,0,0.0,10.5,-22866.78,26,31,83.87,1402/01
217,806415,,0,0.0,0.0,-10753.1,31,31,100.0,1402/01
218,806416,,0,0.0,0.0,-16439.3,31,31,100.0,1402/01
219,806412,,0,0.0,0.0,-22706.0,31,31,100.0,1402/01
220,806414,,0,0.0,0.0,-15897.2,31,31,100.0,1402/01
221,806413,,0,0.0,0.0,-20274.0,31,31,100.0,1402/01
234,806494,,0,0.0,0.0,-672.2,31,31,100.0,1402/01
236,529109,33.9,0,0.0,35.3,-87904.0,31,31,100.0,1402/01
243,515056,,0,0.0,0.0,-72.3,31,31,100.0,1402/01
246,805204,,0,0.0,0.0,-60.6,31,31,100.0,1402/01
251,517979,,0,0.0,0.0,-10448.1,31,31,100.0,1402/01
256,600448,,0,0.0,0.0,-1983.1,31,31,100.0,1402/01
263,514682,,0,0.0,0.0,-35976.5,31,31,100.0,1402/01
319,529298,,0,0.0,0.0,-3807.8,31,31,100.0,1402/01
367,529013,,0,0.0,0.0,-15852.7,31,31,100.0,1402/01
427,529259,,0,0.0,0.0,-10468.8,31,31,100.0,1402/01
456,517316,,0,0.0,0.0,-919.9,31,31,100.0,1402/01
471,519747,,0,0.0,0.0,-129.0,31,31,100.0,1402/01
474,911654,,0,0.0,0.0,-0.1,31,31,100.0,1402/01
498,529205,,0,0.0,,-204.7,12,31,38.71,1402/01
528,514596,,0,0.0,0.0,-5551.1,31,31,100.0,1402/01
541,518453,,0,0.0,0.0,-20645.9,31,31,100.0,1402/01
564,514763,,0,0.0,,-76.5,8,31,25.81,1402/01
575,517766,,0,0.0,0.0,-14306.9,31,31,100.0,1402/01
580,529269,,0,0.0,0.0,-12136.1,31,31,100.0,1402/01
614,514162,,0,0.0,0.0,-3295.7,31,31,100.0,1402/01
645,515976,,0,0.0,0.0,-16.6,31,31,100.0,1402/01
683,529021,,0,0.0,0.0,-1275.9,31,31,100.0,1402/01
692,518586,,0,0.0,0.0,-37.9,31,31,100.0,1402/01
698,530103,,0,0.0,0.0,-268.3,31,31,100.0,1402/01
712,911146,,0,0.0,0.0,-34.9,31,31,100.0,1402/01
755,103226,0.37,0,0.0,,-1.08,31,31,100.0,1402/01
758,102531,,0,0.0,0.0,-2591.0,31,31,100.0,1402/01
779,804873,,0,0.0,0.0,-5393.6,31,31,100.0,1402/01
791,805264,,0,0.0,0.0,-58.9,31,31,100.0,1402/01
804,605368,,0,0.0,0.0,-3841.3,31,31,100.0,1402/01
829,514163,,0,0.0,0.0,-19773.7,31,31,100.0,1402/01
860,602428-2,,0,0.0,,-1.054,31,31,100.0,1402/01
871,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1402/01
883,603405,2.05,0,0.0,25192.5,-1.8,31,31,100.0,1402/01
914,100085,1.4,0,0.0,,-74671.4,31,31,100.0,1402/01
925,529182,0.45,0,0.0,7461.0,-12341.71,30,31,96.77,1402/01
935,525522,,0,0.0,0.0,-11571.2,31,31,100.0,1402/01
947,212141,75.7,0,0.0,,-599611.8,31,31,100.0,1402/01
955,212153,,0,0.0,0.0,-29501.3,31,31,100.0,1402/01
981,517612,,0,0.0,,-0.047,31,31,100.0,1402/01
1012,530198,,0,0.0,0.0,-1486.3,31,31,100.0,1402/01
1052,516776,,0,0.0,0.0,-741.8,31,31,100.0,1402/01
1054,525089,28.4,0,0.0,,-56.247,30,31,96.77,1402/01
1081,514090,,0,0.0,0.0,-291.5,31,31,100.0,1402/01
1113,514085,,0,0.0,,-0.01,31,31,100.0,1402/01
1179,444441,,0,0.0,0.0,-15480.8,31,31,100.0,1402/01
1238,806310,,0,0.0,0.0,-377.3,31,31,100.0,1402/01
1240,805663,,0,0.0,0.0,-263.5,31,31,100.0,1402/01
1269,601218,,0,0.0,0.0,-123.3,31,31,100.0,1402/01
1270,603367,,0,0.0,,-2.714,9,31,29.03,1402/01
1281,515812,,0,0.0,0.0,-66301.2,31,31,100.0,1402/01
1282,515271,,0,0.0,0.0,-7905.7,31,31,100.0,1402/01
1321,515627,,0,0.0,0.0,-8671.9,31,31,100.0,1402/01
1331,529581,,0,0.0,,-0.013,31,31,100.0,1402/01
1337,514608,,0,0.0,0.0,-11682.1,31,31,100.0,1402/01
1361,516036,,0,0.0,0.0,-4505.7,31,31,100.0,1402/01
1498,804867,,0,0.0,0.0,-98578.9,31,31,100.0,1402/01
1509,529019,,0,0.0,0.0,-98.2,31,31,100.0,1402/01
1531,529015,17.3,0,0.0,407.7,-99287.78,31,31,100.0,1402/01
1535,514947,,0,0.0,0.0,-44.7,31,31,100.0,1402/01
1583,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1402/01
1584,805657,,0,0.0,,-1927.027,31,31,100.0,1402/01
1608,519845,,0,0.0,0.0,-52.1,31,31,100.0,1402/01
1609,529169,,0,0.0,0.0,-30723.9,31,31,100.0,1402/01
1628,529280,,0,0.0,0.0,-194.7,31,31,100.0,1402/01
1677,529097,,0,0.0,0.0,-3306.2,31,31,100.0,1402/01
1690,518293,,0,0.0,0.0,-0.3,31,31,100.0,1402/01
1695,609187,,0,0.0,0.0,-4722.7,31,31,100.0,1402/01
1708,607069,,0,0.0,,-48.4,9,31,29.03,1402/01
1710,805347,,0,0.0,0.0,-450.3,31,31,100.0,1402/01
1713,618310,,0,0.0,,-0.27,31,31,100.0,1402/01
1750,514255,,0,0.0,,-13.193,6,31,19.35,1402/01
1763,514580,,0,0.0,0.0,-2156.9,31,31,100.0,1402/01
1841,804865,,0,0.0,0.0,-1741.8,31,31,100.0,1402/01
1854,805080,,0,0.0,0.0,-139.1,31,31,100.0,1402/01
1858,516214,1.19,0,0.0,17031.8,-1113.125,31,31,100.0,1402/01
1889,911408,,0,0.0,0.0,-0.7,31,31,100.0,1402/01
1899,514521,,0,0.0,0.0,-3519.5,31,31,100.0,1402/01
1908,529254,,0,0.0,0.0,-9370.9,31,31,100.0,1402/01
1924,529250,,0,0.0,0.0,-3922.1,31,31,100.0,1402/01
1944,514914,,0,0.0,0.0,-2448.8,31,31,100.0,1402/01
1957,515792,,0,0.0,0.0,-32.4,31,31,100.0,1402/01
1969,518885,,0,0.0,0.0,-11.6,31,31,100.0,1402/01
1997,529118,16.61,0,0.0,52791.0,-761372.0,10,31,32.26,1402/01
2008,911729,0.42,0,0.0,,-4.23,30,31,96.77,1402/01
2127,518438,,0,0.0,0.0,-5199.3,31,31,100.0,1402/01
2161,514916,,0,0.0,0.0,-1598.3,31,31,100.0,1402/01
2208,515637,,0,0.0,0.0,-6917.3,31,31,100.0,1402/01
2211,516081,,0,0.0,0.0,-1588.9,31,31,100.0,1402/01
2228,517963,2.4,0,0.0,,-14617.57,31,31,100.0,1402/02
2241,517638,,0,0.0,0.0,-781.0,31,31,100.0,1402/02
2250,302041,,0,0.0,0.0,-2.6,31,31,100.0,1402/02
2256,514059,,0,0.0,0.0,-2628.3,31,31,100.0,1402/02
2273,517768,,0,0.0,0.0,-993.6,31,31,100.0,1402/02
2312,911838,,0,0.0,0.0,-1552.0,31,31,100.0,1402/02
2315,603270,,0,0.0,0.0,-13753.0,31,31,100.0,1402/02
2382,چاه حاجی آباد,,0,0.0,,-0.06,31,31,100.0,1402/02
2435,806415,,0,0.0,0.0,-10753.2,31,31,100.0,1402/02
2436,806416,,0,0.0,0.0,-16439.4,31,31,100.0,1402/02
2437,806412,,0,0.0,0.0,-22706.1,31,31,100.0,1402/02
2438,806414,,0,0.0,0.0,-15897.3,31,31,100.0,1402/02
2439,806413,,0,0.0,0.0,-20274.1,31,31,100.0,1402/02
2452,806494,,0,0.0,0.0,-672.1,31,31,100.0,1402/02
2461,515056,,0,0.0,0.0,-72.4,31,31,100.0,1402/02
2464,805204,,0,0.0,0.0,-60.6,31,31,100.0,1402/02
2469,517979,,0,0.0,0.0,-10448.1,31,31,100.0,1402/02
2474,600448,,0,0.0,0.0,-1983.1,31,31,100.0,1402/02
2481,514682,,0,0.0,0.0,-35976.6,31,31,100.0,1402/02
2537,529298,,0,0.0,0.0,-3807.9,31,31,100.0,1402/02
2570,519171,,0,0.0,0.0,-235.4,31,31,100.0,1402/02
2571,514618,2.4,0,0.0,,-119.092,16,31,51.61,1402/02
2575,518680,3.18,0,0.0,0.0,-2916.883,23,31,74.19,1402/02
2585,529013,,0,0.0,0.0,-15852.8,31,31,100.0,1402/02
2592,805353,,0,0.0,,-0.73,31,31,100.0,1402/02
2645,529259,,0,0.0,0.0,-10468.8,31,31,100.0,1402/02
2674,517316,,0,0.0,0.0,-919.9,31,31,100.0,1402/02
2689,519747,,0,0.0,0.0,-129.0,31,31,100.0,1402/02
2746,514596,,0,0.0,0.0,-5551.0,31,31,100.0,1402/02
2759,518453,,0,0.0,0.0,-20645.9,31,31,100.0,1402/02
2793,517766,,0,0.0,0.0,-14306.8,31,31,100.0,1402/02
2798,529269,,0,0.0,0.0,-12136.2,31,31,100.0,1402/02
2832,514162,,0,0.0,0.0,-3295.7,31,31,100.0,1402/02
2863,515976,,0,0.0,0.0,-16.6,31,31,100.0,1402/02
2901,529021,,0,0.0,0.0,-1275.9,31,31,100.0,1402/02
2910,518586,,0,0.0,0.0,-37.9,31,31,100.0,1402/02
2916,530103,,0,0.0,0.0,-268.2,31,31,100.0,1402/02
2930,911146,,0,0.0,0.0,-34.9,31,31,100.0,1402/02
2936,517883,,0,0.0,0.0,-44325.6,31,31,100.0,1402/02
2947,541763,,0,0.0,,-0.28,31,31,100.0,1402/02
2972,804714,,0,0.0,,-0.11,31,31,100.0,1402/02
2976,102531,,0,0.0,0.0,-2591.0,31,31,100.0,1402/02
2997,804873,,0,0.0,0.0,-5393.6,31,31,100.0,1402/02
3009,805264,,0,0.0,0.0,-58.8,31,31,100.0,1402/02
3022,605368,,0,0.0,0.0,-3841.3,31,31,100.0,1402/02
3028,529022,9.65,0,0.0,,-89.9,31,31,100.0,1402/02
3047,514163,,0,0.0,0.0,-19773.7,31,31,100.0,1402/02
3089,111111,,0,0.0,0.0,-1567.0,31,31,100.0,1402/02
3132,100085,1.8,0,0.0,46214.3,-75456.3,31,31,100.0,1402/02
3153,525522,,0,0.0,0.0,-11571.2,31,31,100.0,1402/02
3173,212153,,0,0.0,0.0,-29501.3,31,31,100.0,1402/02
3230,530198,,0,0.0,0.0,-1486.4,31,31,100.0,1402/02
